clean_text,category,predicted
you are talking about pulwama level misadventure then modi should something about attack already happened already lost more than soilders now vall oue court pulwama attack gave modi enough excuses ahead what required for peace our region,positive,negative
ndtv couldnt remove poverty farmerstraders suffering new warfare for forces rampant corruption double digit inflation loans beyond security make india save forex blame modi for not clearing the mess created his years term ,negative,negative
they are more secular since modi came into power,positive,positive
government giving ticket rape accused rape accused nihal chand summoned jaipur high court may 2019 ,positive,neutral
goodbye modi,neutral,neutral
now should say that this was done congress malin modi they were saying pulwama balakot was done for votes was setting can also say that this setting congress malin modi,neutral,neutral
"second term for amit shah rss remote control gives modi difficult choice
",negative,neutral
after mission shakti’ success modi asks nsa ajit doval draft space doctrine for future combat ,positive,neutral
what modi himself contests from bangalore south youll still skip voting,neutral,neutral
press conference questions for our modi will answer ,neutral,neutral
"congress woh project hai
jiski starting congress fal bjp kha rahi humhare scientist uplabdhi naa modi machine scientist banae credit modi rahe hai congress bolna chahie sab projects suruaat unk time hue thi",neutral,neutral
"
india elected modi prime minister 2014 for development but unfortunately our country could not get modi however nation got fine actor ",negative,negative
really good news for 1000s govt jobs aspirants who were appearing for exams number times getting selected for not getting appointment letters and protesting for months now another fantastic reason vote out modi ,positive,positive
